DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,ERA_NM,CTPRVN_NM,SIGNGU_NM,ADDR,RELATE_RSTRNT_NM,RSTRNT_TEL_NO,RSTRNT_ADDR,REGIST_DE,CORE_KWRD_CN,OPN_DE
802,"물 인심 다음으로 후하다는 꼬막 인심, 벌교 꼬막무침","꼬막무침은 벌교 여자만(汝自灣)의 갯벌에서 채취한 꼬막을 삶아서 매콤한 양념에 버무려서 무친 전라남도 보성군 벌교읍의 향토음식이다. 전라남도 보성군 벌교읍 회정리 일대에는 꼬막식당거리가 형성되어 있어 꼬막탕, 꼬막무침, 꼬막파전, 양념꼬막 외에 다양한 꼬막요리를 맛볼 수 있다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/85/29764/14282/c/%EB%B2%8C%EA%B5%90%EA%BC%AC%EB%A7%89%EC%B6%95%EC%A0%9C2019-11-02-16.37.44-thumb.jpg,https://ncms.nculture.org/food/story/1948,해당없음,전라남도,보성군,전라남도 보성군 벌교읍,원조수라상꼬막정식,0618580505,전라남도 보성군 벌교읍 채동선로 278-2,20180611,"꼬막무침, 벌교읍, 꼬막, 참꼬막, 전라남도, 보성군, 향토음식, 새꼬막, 피조개, 태백산맥",20221230
803,"물 인심 다음으로 후하다는 꼬막 인심, 벌교 꼬막무침","꼬막무침은 벌교 여자만(汝自灣)의 갯벌에서 채취한 꼬막을 삶아서 매콤한 양념에 버무려서 무친 전라남도 보성군 벌교읍의 향토음식이다. 전라남도 보성군 벌교읍 회정리 일대에는 꼬막식당거리가 형성되어 있어 꼬막탕, 꼬막무침, 꼬막파전, 양념꼬막 외에 다양한 꼬막요리를 맛볼 수 있다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/85/29764/14282/c/%EB%B2%8C%EA%B5%90%EA%BC%AC%EB%A7%89%EC%B6%95%EC%A0%9C2019-11-02-16.37.44-thumb.jpg,https://ncms.nculture.org/food/story/1948,해당없음,전라남도,보성군,전라남도 보성군 벌교읍,정가네원조꼬막회관,0618579919,전라남도 보성군 벌교읍 조정래길 55,20180611,"꼬막무침, 벌교읍, 꼬막, 참꼬막, 전라남도, 보성군, 향토음식, 새꼬막, 피조개, 태백산맥",20221230
804,"과식하게 되는 추석, 속을 편안하게 해주는 토란국","추석상에 토란국은 쇠고기 양지머리 육수에 토란(土卵)을 넣고 끓인 국으로 토란탕, 또는 토란곰국이라고도 한다. 토란국은 조선시대 가사인 농가월령가에도 추석음식으로 등장한다. 토란은 위와 장운동을 활발하게 하여 소화를 돕고 변비예방에 효과가 있는 알칼리성 식품이다. 이러한 특성을 지닌 토란으로 만든 토란국은 다양하고 기름진 음식들이 가득한 추석에 꼭 맞는 음식이라 할 수 있다.",특별한 날에 먹는 전통음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/206/25914/7571/c/25914-thumb.jpg,https://ncms.nculture.org/food/story/1949,해당없음,전라남도,곡성군,전남 곡성군 곡성읍 읍내리 254,,,,20180830,"토란, 토란국, 토란탕, 토란곰국, 농가월령가, 소화촉진, 변비예방",20221230
805,막 만들어 막먹는 메밀막국수,"한국의 국수요리이며, 삶은 메밀 면에 양념장, 잘게 썬 김치, 채 썬 오이, 삶은 달걀 등을 얹고 동치미 국물 혹은 육수를 자박자박하게 넣어 비벼 먹는 음식이다. 메밀국수는 강원도 평창, 정선, 태백, 인제, 삼척, 홍천, 고성, 양양, 강릉 등 메밀이 나는 지역에서 흔히 해 먹던 음식이었다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/139/25590/11817/c/25590-thumb.jpg,https://ncms.nculture.org/food/story/1950,해당없음,강원도,춘천시,강원 춘천시 퇴계동 1020-2,남춘천닭갈비,0332424947,강원도 춘천시 충혼길5번길 4-3,20180325,"메밀막국수, 강원도, 춘천시, 막국수, 국수, 향토음식",20221230
806,막 만들어 막먹는 메밀막국수,"한국의 국수요리이며, 삶은 메밀 면에 양념장, 잘게 썬 김치, 채 썬 오이, 삶은 달걀 등을 얹고 동치미 국물 혹은 육수를 자박자박하게 넣어 비벼 먹는 음식이다. 메밀국수는 강원도 평창, 정선, 태백, 인제, 삼척, 홍천, 고성, 양양, 강릉 등 메밀이 나는 지역에서 흔히 해 먹던 음식이었다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/139/25590/11817/c/25590-thumb.jpg,https://ncms.nculture.org/food/story/1950,해당없음,강원도,춘천시,강원 춘천시 퇴계동 1020-2,유포리막국수,0332425168,강원도 춘천시 신북읍 맥국2길 123,20180325,"메밀막국수, 강원도, 춘천시, 막국수, 국수, 향토음식",20221230
807,막 만들어 막먹는 메밀막국수,"한국의 국수요리이며, 삶은 메밀 면에 양념장, 잘게 썬 김치, 채 썬 오이, 삶은 달걀 등을 얹고 동치미 국물 혹은 육수를 자박자박하게 넣어 비벼 먹는 음식이다. 메밀국수는 강원도 평창, 정선, 태백, 인제, 삼척, 홍천, 고성, 양양, 강릉 등 메밀이 나는 지역에서 흔히 해 먹던 음식이었다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/139/25590/11817/c/25590-thumb.jpg,https://ncms.nculture.org/food/story/1950,해당없음,강원도,춘천시,강원 춘천시 퇴계동 1020-2,참나무숯불닭갈비,0332420388,강원도 춘천시 신북읍 신샘밭로 715,20180325,"메밀막국수, 강원도, 춘천시, 막국수, 국수, 향토음식",20221230
808,막 만들어 막먹는 메밀막국수,"한국의 국수요리이며, 삶은 메밀 면에 양념장, 잘게 썬 김치, 채 썬 오이, 삶은 달걀 등을 얹고 동치미 국물 혹은 육수를 자박자박하게 넣어 비벼 먹는 음식이다. 메밀국수는 강원도 평창, 정선, 태백, 인제, 삼척, 홍천, 고성, 양양, 강릉 등 메밀이 나는 지역에서 흔히 해 먹던 음식이었다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/139/25590/11817/c/25590-thumb.jpg,https://ncms.nculture.org/food/story/1950,해당없음,강원도,춘천시,강원 춘천시 퇴계동 1020-2,춘천명물닭갈비,0332573069,강원도 춘천시 옛경춘로 813,20180325,"메밀막국수, 강원도, 춘천시, 막국수, 국수, 향토음식",20221230
809,누가 요리해도 맛있는 카레,인도요리에서 비롯된 카레는 인도를 식민지로 지배했던 영국에 의해 세계적인 카레가 된다. 일제강점기에 일본에 의해 미국식 카레 문화가 전해지게 된다. 과거에는 양요리집을 가야 볼 수 있었던 음식이였지만&nbsp; 현재에는 몇 가지 재료로 누구나 집에서 쉽게 만들어 먹을 수 있는 간편식이 되었다.,우리 음식의 맛과 이야기,https://minio.nculture.org/amsweb-opt/multimedia_assets/62/29448/12543/c/카레밥-thumb.jpg,https://ncms.nculture.org/food/story/1951,해당없음,,,,,,,20191210,"카레, 인도, 영국, 미국식 카레",20221230
810,달콤한 음료 식혜가 아닌 발효식품 가자미 식해(食?),"가자미 식해는 가자미에다 쌀밥이나 조밥, 무, 소금, 고춧가루 등을 넣어 발효시킨 음식으로 새콤하면서 매운맛이 독특한 강원도 향토 음식이다. 식해는 강릉지역의 제사음식인데, 제사상에 올릴 때는 고춧가루, 파, 마늘 등을 넣지 않고 하얀 식해를 만들어 올렸다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1952,해당없음,강원도,강릉시,강원 강릉시 교동 1785,대성젓갈,0336358266,강원도 속초시 중앙로147번길 16 70호,20180325,"가자미식해, 강원도, 저장식품, 향토음식",20221230
811,달콤한 음료 식혜가 아닌 발효식품 가자미 식해(食?),"가자미 식해는 가자미에다 쌀밥이나 조밥, 무, 소금, 고춧가루 등을 넣어 발효시킨 음식으로 새콤하면서 매운맛이 독특한 강원도 향토 음식이다. 식해는 강릉지역의 제사음식인데, 제사상에 올릴 때는 고춧가루, 파, 마늘 등을 넣지 않고 하얀 식해를 만들어 올렸다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1952,해당없음,강원도,강릉시,강원 강릉시 교동 1785,속초천하젓갈,0336354611,강원도 속초시 중앙로129번길 35-6 38/39호,20180325,"가자미식해, 강원도, 저장식품, 향토음식",20221230
812,달콤한 음료 식혜가 아닌 발효식품 가자미 식해(食?),"가자미 식해는 가자미에다 쌀밥이나 조밥, 무, 소금, 고춧가루 등을 넣어 발효시킨 음식으로 새콤하면서 매운맛이 독특한 강원도 향토 음식이다. 식해는 강릉지역의 제사음식인데, 제사상에 올릴 때는 고춧가루, 파, 마늘 등을 넣지 않고 하얀 식해를 만들어 올렸다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1952,해당없음,강원도,강릉시,강원 강릉시 교동 1785,함경도할머니젓갈,0336377500,강원도 속초시 중앙로147번길 16 3번 게이트 앞,20180325,"가자미식해, 강원도, 저장식품, 향토음식",20221230
813,달콤한 음료 식혜가 아닌 발효식품 가자미 식해(食?),"가자미 식해는 가자미에다 쌀밥이나 조밥, 무, 소금, 고춧가루 등을 넣어 발효시킨 음식으로 새콤하면서 매운맛이 독특한 강원도 향토 음식이다. 식해는 강릉지역의 제사음식인데, 제사상에 올릴 때는 고춧가루, 파, 마늘 등을 넣지 않고 하얀 식해를 만들어 올렸다.",지역 향토 음식,,https://ncms.nculture.org/food/story/1952,해당없음,강원도,강릉시,강원 강릉시 교동 1785,혜지네젓갈,0336336327,강원도 속초시 중앙로147번길 16 75호,20180325,"가자미식해, 강원도, 저장식품, 향토음식",20221230
814,김치 맛을 더욱 살려주는 옹진 까나리액젓,"까나리는 뼈째 먹을 수 있는 고칼슘, 고단백 생선이다. 구이나 찌개, 조림 볶음 등으로 요리해 먹기도 하지만 주로 젓갈을 담가 먹는다. 까나리젓은 까나리를 소금에 절여 5개월 이상 발효 숙성시킨 식품으로 숙성된 젓갈을 베보자기나 창호지에 거른 것이 액젓이다. 까나리액젓은 김치의 신선도를 높여주고 숙성을 빠르게 하고 간장 대용으로 사용되기도 한다.",지역 특산물,,https://ncms.nculture.org/food/story/1953,해당없음,인천광역시,옹진군,인천광역시 옹진군 백령도,,,,20180829,"지역 특산물, 백령도, 까나리, 액젓, 김장",20221230
815,제주의 모든 색이 담긴 동문시장 밤나들이,"제주 동문시장은 1945년에 시작되었다. 동문로터리 주변에 노점상들이 늘어나면서 이들을 모두 품게 되었는데, 지금은 (주)동문시장, 동문재래시장, 동문공설시장, 동문수산시장을 합하여 동문시장이라고 부른다. 동문시장은 야시장도 개설해 밤마다 관광객들이 인산인해를 이룬다. 야시장의 매력은 1+1, ‘덤’이다. 횟감도 오메기떡도 덤을 담아준다. 동문시장에는 오분자기 뚝배기를 잘 하는 집이 있다. 해녀들의 말에 따르면 예전에는 물속에 들어가기만 하면 오분자기 한 조래기(바구니) 따는 것은 일도 아니었지만 요즘은 그 흔했던 오분자기가 드물어졌다고 한다. 양식 가능한 전복에 비해서 오분자기의 대량생산이 어렵기 때문이다.",우리 음식의 맛과 이야기,https://minio.nculture.org/amsweb-opt/multimedia_assets/29/85724/92834/c/%EC%A0%84%EB%B3%B5%EB%9A%9D%EB%B0%B0%EA%B8%B0-%282%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/1954,현대-현대(1945.8.15~현재),제주특별자치도,제주시,제주특별자치도 제주시 이도일동 관덕로14길 20,동문재래시장,0647523001,제주특별자치도 제주시 관덕로14길 20,20191016,"동문시장, 오분자기뚝배기, 동문재래시장, 동문공설시장, 동문수산시장",20221230
816,제주의 모든 색이 담긴 동문시장 밤나들이,"제주 동문시장은 1945년에 시작되었다. 동문로터리 주변에 노점상들이 늘어나면서 이들을 모두 품게 되었는데, 지금은 (주)동문시장, 동문재래시장, 동문공설시장, 동문수산시장을 합하여 동문시장이라고 부른다. 동문시장은 야시장도 개설해 밤마다 관광객들이 인산인해를 이룬다. 야시장의 매력은 1+1, ‘덤’이다. 횟감도 오메기떡도 덤을 담아준다. 동문시장에는 오분자기 뚝배기를 잘 하는 집이 있다. 해녀들의 말에 따르면 예전에는 물속에 들어가기만 하면 오분자기 한 조래기(바구니) 따는 것은 일도 아니었지만 요즘은 그 흔했던 오분자기가 드물어졌다고 한다. 양식 가능한 전복에 비해서 오분자기의 대량생산이 어렵기 때문이다.",우리 음식의 맛과 이야기,https://minio.nculture.org/amsweb-opt/multimedia_assets/29/85724/92834/c/%EC%A0%84%EB%B3%B5%EB%9A%9D%EB%B0%B0%EA%B8%B0-%282%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/1954,현대-현대(1945.8.15~현재),제주특별자치도,제주시,제주특별자치도 제주시 이도일동 관덕로14길 20,제주뚝배기,0647821089,제주특별자치도 서귀포시 성산읍 일출로 255,20191016,"동문시장, 오분자기뚝배기, 동문재래시장, 동문공설시장, 동문수산시장",20221230
817,"언제 먹어도 언제나 먹고 싶은 맛, 갈비찜","갈비는 늑골을 지칭하는 말이다. 소의 갈비는 '가리'라고 부르기도 해, 갈비찜을 '가리찜'이라고도 한다. 갈비찜은 토막친 쇠갈비와 각종 야채와 과일을 양념장과 함께 찜을 한 요리이다. 갈비찜은 명절상이나 잔칫상에 올리는 특별한 음식이다.",특별한 날에 먹는 전통음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/121/25480/7343/c/25480-thumb.jpg,https://ncms.nculture.org/food/story/1955,해당없음,서울특별시,종로구,서울 종로구 율곡로 5,동원찜갈비,0534271430,대구광역시 중구 동덕로36길 9-4,20180614,"갈비찜, 궁중음식, 특별한 날, 가리찜, 잔칫날, 명절",20221230
818,"언제 먹어도 언제나 먹고 싶은 맛, 갈비찜","갈비는 늑골을 지칭하는 말이다. 소의 갈비는 '가리'라고 부르기도 해, 갈비찜을 '가리찜'이라고도 한다. 갈비찜은 토막친 쇠갈비와 각종 야채와 과일을 양념장과 함께 찜을 한 요리이다. 갈비찜은 명절상이나 잔칫상에 올리는 특별한 음식이다.",특별한 날에 먹는 전통음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/121/25480/7343/c/25480-thumb.jpg,https://ncms.nculture.org/food/story/1955,해당없음,서울특별시,종로구,서울 종로구 율곡로 5,벙글벙글찜갈비,0534246881,대구광역시 중구 동덕로36길 9-12,20180614,"갈비찜, 궁중음식, 특별한 날, 가리찜, 잔칫날, 명절",20221230
819,"언제 먹어도 언제나 먹고 싶은 맛, 갈비찜","갈비는 늑골을 지칭하는 말이다. 소의 갈비는 '가리'라고 부르기도 해, 갈비찜을 '가리찜'이라고도 한다. 갈비찜은 토막친 쇠갈비와 각종 야채와 과일을 양념장과 함께 찜을 한 요리이다. 갈비찜은 명절상이나 잔칫상에 올리는 특별한 음식이다.",특별한 날에 먹는 전통음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/121/25480/7343/c/25480-thumb.jpg,https://ncms.nculture.org/food/story/1955,해당없음,서울특별시,종로구,서울 종로구 율곡로 5,봉산찜갈비,0534254203,대구광역시 중구 동덕로36길 9-18,20180614,"갈비찜, 궁중음식, 특별한 날, 가리찜, 잔칫날, 명절",20221230
