DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,OPN_DE
304,소수서원과 선비촌에서 개최되는 '영주한국선비문화축제',"영주한국선비문화축제는 선비의 고장 영주에서 개최되는 축제이다. 영주한국선비문화축제는 정신문화가치로서 ‘선비정신’을 지속적으로 계승 발전시키고자 한다. 영주한국선비문화축제는 매년 5월 영주시 소수서원과 선비촌 일원에서 개최되며, 축제 기간 동안 소수서원을 야간에도 개방하며, 전국 한시 백일장도 개최한다. 선비의 멋과 풍류, 호연지기를 느낄 수 있는 축제이다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/104/30158/17025/c/050_2019-영주한국선비문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/315,경상북도,영주시,경상북도 영주시 순흥면 청구리 357번지,소수 1543 사액봉안례,1543년 서원을 창건하고 명종이 1550년에 소수라는 글을 판에 새겨 하사함을 기념하는 사액봉안례를 재현하는 행사다.,20191021,"영주, 선비, 축제, 소수서원, 선비촌, 안향",20220630
DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,OPN_DE
305,내장산 단풍과 함께하는 정읍 전국민속소싸움대회,"정읍 전국민속소싸움 대회는 1996년 처음 시작되어 1998년 전국대회가 되었고, 2003년 문화관광축제로 지정되었다. 정읍 전국민속소싸움대회는 100여 마리의 싸움소가 체중에 따라 세 체급으로 나눠 토너먼트 경기를 벌인다. 내장산 단풍이 드는 10월말에 개최되어 관광객들을 모으고 있으며, 소싸움장 주변에 먹거리 장터를 열고 축산물을 할인판매 해 전통 우시장 문화도 경험할 수 있다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/221/30275/18369/c/172_-제22회-정읍전국민속소싸움대회-thumb.jpg,https://ncms.nculture.org/local-festival/story/505,전라북도,정읍시,전북 정읍시 부전동 1004,소싸움,"태백, 한강, 백두급 총 3개 체급별로 경기를 진행하며 싸움소가 대결 중 머리를 돌려 달아나면 패한 것을 인정하는 전통소싸움대회를 펼친다.",20191025,"소싸움, 민속놀이",20220930
306,한 가지 소원은 꼭 들어준다는 ‘경산 갓바위 소원성취 축제’,"대구 동구와 경상북도 영천시, 군위군, 칠곡군, 경산시에 걸쳐 있는 산인 팔공산 봉우리 관봉 정상에는 통일신라에 조성된 관봉여래좌상이 있다. 관봉의 우리말이 갓바위로, 흔히 갓바위 부처님이라 불린다. 갓바위 부처님에게 정성껏 빌면 소원 한 가지는 반드시 이뤄진다고 하여 수많은 사람이 기도하러 가는 전국 최고의 기도 도량이다. 경상북도 경산시에서는 갓바위 부처님을 비롯해 주변의 아름다운 자연경관을 널리 알리고자 1998년도에 축제를 개최하였다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/184/30238/17151/c/129_-2019경산갓바위소원성취축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/113,경상북도,경산시,경북 경산시 와촌면 갓바위로 595,소원기원 법회,팔공산 자락에서 대학 수능시험 합격과 소원 성취를 기원하는 소원기원제와 법회를 개최해오고 있다. 전국 최고의 기도 도량 축제이다.,20191017,"소원성취, 갓바위, 불상, 고려 불상",20220930
307,합천팔만대장경축제,합천팔만대장경축제는 유네스코 세계기록유산으로 지정된 팔만대장경을 주제로 2001년부터 개최된 불교문화 축제이다. 합천팔만대장경축제에서는 특별행사로 600여 년 전 대장경판을 강화도 선원사에서 합천군 해인사로 옮겨오는 모습을 재현한 이운행사가 열린다.,전통·역사 축제,,https://ncms.nculture.org/local-festival/story/1180,경상남도,합천군,경남 합천군 가야면 해인사길 122,소원등 달기,팔만대장경의 기운을 빌어 소원을 기원하는 풍경 모양의 소원 등을 다는 체험 행사다.,20200130,"해인사, 팔만대장경, 몽골, 초조대장경",20220930
308,세계 최대 상사화 군락지에서 열리는 '영광불갑산상사화축제',"전라남도 영광군에 있는 불갑산(516m)은 그리 높지 않은 산임에도 사시사철 아름다운 야생화가 핀다. 상사화는 잎과 꽃이 번갈아 피는 까닭에 서로를 그리워한다는 의미의 전설이 전해지는 꽃이다. 영광군에서는 상사화군락지인 불갑산의 자연환경을 토대로 매년 9월 불갑사 관광지 일원에서 영광불갑산상사화축제를 개최하고 있다. 상사화 꽃길을 따라 걷고, 소원등을 달며, 상사화 화관 만들기, 상사화 캐리커처 등의 행사를 진행한다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/211/30265/17180/c/162_-제16회-영광불갑산상사화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/353,전라남도,영광군,전라남도 영광군 불갑면 모악리 8,소원성취 사랑의연줄 드리우기,마을주민들은 당산나무에 사랑의 연줄을 드리우고 관광객들은 소원 푯말에 각자의 소망을 담은 글을 같이 올리고 기원하는 프로그램이다.,20191021,"영광군, 불갑산, 불갑사, 상상화, 축제, 석산, 꽃무릇, 상상화전설",20220930
309,"대동굿에서 시작된 호국문화제, 남한산성문화제","경기도 남한산성도립공원은 백제의 도읍지이잔 병자호란 당시 국난 극복의 장소라는 역사성에 초점을 맞추어 개최되는 축제이다. 1996년에 시작하여 해마다 10월에 광주시 남한산성 유적지에서 열린다. 원래 마을의 대동굿이었던 것을 2001년도에 광주시의 축제로 승격시켰다. 출정식으로 시작되어 호국(護國)문화제의 성격이 강하지만, '아! 남한산성' 같은 창작뮤지컬을 발굴하기도 했다. 2019년 경기관광 대표축제로 선정되었다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/233/30287/18381/c/186_-2019-광주남한산성문화제-thumb.jpg,https://ncms.nculture.org/local-festival/story/103,경기도,광주시,경기 광주시 남한산성면 산성리 563,소원지태우기,행사 기간동안 시민들의 소원을 써내려간 소원지를 볏짚으로 만든 더미에 묶어 놓는다. 그리고 행사의 마지막 날 밤 8시에 소원이 이루어지기를 기원하는 시민들이  소원지 태우기가 진행된다.,20191017,"남한산성, 병자호란, 원흔위무, 대동굿, 매당왕신 대동굿",20220930
310,청결고추도 사고 축제도 즐기고 '괴산고추축제',"고추는 국내 시장규모가 약 2조원 규모로 과채류 중에서 생산액이 가장 높으며 쌀 다음으로 중요한 농산물이다. 괴산은 지역의 특화작물로 유명한 ‘고추’를 활용하여 2001년부터 본격적인 고추출하시기인 매년 8월 하순에서 9월 초순경에 4일간의 일정으로 괴산고추축제를 개최하고 있다. 고추 거리 퍼레이드, 세계고추전시, 고추음식 체험, 임꺽정 선발대회 등을 한다. 축제 기간 동안 팔리는 건고추가 6만근이 넘는다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/204/30258/17173/c/154_-괴산고추축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/245,충청북도,괴산군,충청북도 괴산군 괴산읍 서부리 125,속풀이 고추난타,고추가루가 든 자루를 방망이로 화끈하게 두드리는 행사다. 참가자 양쪽 손목에 만보개를 차고 숫자를 카운트 한다.,20191018,"괴산, 고추, 축제, 벽초, 홍명희, 임꺽정, 특산물",20220930
311,재첩의 본고장 섬진강에서 열리는 '알프스하동섬진강문화재첩축제',"알프스하동섬진강문화재첩축제는 섬진강 전체를 아우르는 하동만의 색깔을 입힌 종합관광 축제이다. 2015년 처음 개최된 알프스하동섬진강문화재첩축제는 매년 7월경 하동읍 송림공원과 섬진강 일원에서 열린다. 대한민국 대표 여름 축제로 자리매김하고 있다. 황금 재첩 모형을 찾으면 금 1돈짜리 황금 재첩으로 바꿔주는 프로그램, 전통 방식의 섬진강 재첩잡이 체험 등이 대표 행사이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/208/30262/17177/c/159_-2019-하동섬진강재첩문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/347,경상남도,하동군,경상남도 하동군 하동읍 광평리 443-10,송림공원 물놀이장,"SUMMER 5종 스포츠와 재첩OX퀴즈, 섬진 水(수) 대첩(물총싸움), 워터 슬라이드가 준비되어있다.",20191021,"알프스, 축제, 음식축제, 지역특산물",20220930
312,송이버섯 나는 계절엔 양양으로! '양양송이축제',"양양송이축제는 양양송이를 주제로 한 체험형 축제이다. 송이버섯은 귀한 식재료라 가격조차 정해지지 않은 '싯가'일 때가 많다. 양양송이축제에서는 버섯채취 체험과 강원도 산간사람들의 전통놀이였던 탁장사대회를 열고, 대중적인 버섯요리와 고급 송이요리를 선보인다. 대자연 속에서 건강도 챙길 수 있다는 점에서 양양송이축제는 참살이 축제라고 할 수 있을 것이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/127/30181/17048/c/074_2019-양양송이축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/182,강원도,양양군,강원도 양양군 양양읍 남문리 226-2,송이보물찾기 체험,산이나 휴양림에서 송이를 직접 찾아보는 보물찾기 체험이 있다.,20191018,"양양, 송이, 먹거리, 축제, 자연산 송이, 탁장사대회, 포고버섯",20220930
313,송이버섯 나는 계절엔 양양으로! '양양송이축제',"양양송이축제는 양양송이를 주제로 한 체험형 축제이다. 송이버섯은 귀한 식재료라 가격조차 정해지지 않은 '싯가'일 때가 많다. 양양송이축제에서는 버섯채취 체험과 강원도 산간사람들의 전통놀이였던 탁장사대회를 열고, 대중적인 버섯요리와 고급 송이요리를 선보인다. 대자연 속에서 건강도 챙길 수 있다는 점에서 양양송이축제는 참살이 축제라고 할 수 있을 것이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/127/30181/17048/c/074_2019-양양송이축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/182,강원도,양양군,강원도 양양군 양양읍 남문리 226-2,송이생태 견학,송이버섯이 자라나는 과정을 자세히 살펴보는 송이생태 견학은 양양 송이의 자라나는 환경을 배울 수 있는 기회다.,20191018,"양양, 송이, 먹거리, 축제, 자연산 송이, 탁장사대회, 포고버섯",20220930
314,가을 송이의 맛과 향을 느끼는 봉화송이축제,"봉화송이축제는 1997년부터 경북 봉화에서 체육공원과 송이산 일대를 중심으로 개최된다. 태백산 마사토에서 자라는 봉화송이는 송이의 육질이 단단하고 향이 뛰어나며 수분함량이 적은 것으로 유명하다. 덕분에 쫄깃쫄깃하며 오랜 기간 저장이 가능하다. 봉화송이축제에서는 송이의 생태를 관찰하고, 산지에서 난 송이의 맛과 향을 음미할 수 있다. 이 기간에는 청량문화제도 열려 두 축제가 서로의 분위기를 돋구어주곤 한다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/142/30196/17092/c/088_2019-봉화송이축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/421,경상북도,봉화군,경북 봉화군 봉화읍 내성리 412-9,송이채취체험,축제에서 가장 인기있는 체험 프로그램으로 직접 송이산에 입산하여 송이를 직접 채취하고 저렴한 가격에 구매할 수 있다.,20191021,"봉화, 송이, 송이산",20220930
315,가을 송이의 맛과 향을 느끼는 봉화송이축제,"봉화송이축제는 1997년부터 경북 봉화에서 체육공원과 송이산 일대를 중심으로 개최된다. 태백산 마사토에서 자라는 봉화송이는 송이의 육질이 단단하고 향이 뛰어나며 수분함량이 적은 것으로 유명하다. 덕분에 쫄깃쫄깃하며 오랜 기간 저장이 가능하다. 봉화송이축제에서는 송이의 생태를 관찰하고, 산지에서 난 송이의 맛과 향을 음미할 수 있다. 이 기간에는 청량문화제도 열려 두 축제가 서로의 분위기를 돋구어주곤 한다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/142/30196/17092/c/088_2019-봉화송이축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/421,경상북도,봉화군,경북 봉화군 봉화읍 내성리 412-9,송이판매장,양식이 되지 않은 자연산 송이를 1등급에서 등급외 상품까지 시세에 따른 다양한 가격대로 구매할 수 있다.,20191021,"봉화, 송이, 송이산",20220930
316,"백제의 수도, 한성을 만나다 '한성백제문화제'","「삼국사기」에 따르면, 서울은 기원전 18년에 고구려 출신의 온조와 그의 부하들이 백제를 건국한 곳이다. 송파구에서는 한성백제시대의 문화제가 서울에서 개최되지 않는다는 점에 착안하여 1994년부터 한성백제문화제를 개최하고 있다. 한성백제문화제의 대표프로그램은 ‘한성백제체험마을, 역사문화거리행렬’이며, 주제프로그램은 ‘한성백제 혼불채화식, 동명제(한성백제 고분제), 몽촌토성 성곽걷기’이다. 한성백제와 관련된 다양한 역사문화체험을 할 수 있다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/193/30247/17162/c/142_-제-18회-한성백제문화제-thumb.jpg,https://ncms.nculture.org/local-festival/story/229,서울특별시,송파구,서울특별시 송파구 방이동 88,송파둘레길 걷기대회,스마트폰 전용앱을 사용하여 구간을 걸을 때마다 QR코드를 찍고 한 구간만 걷더라도 선착순으로 온누리상품권을 받을 수 있다. 전 구간을 완주하면 인증서와 기념 배지 역시 받을 수 있다.,20191018,"한성, 백제, 문화제, 서울, 송파구, 올림픽 공원, 역사문화축제",20220930
